accompanying	伴っている	adj	standard
achievement	達成・業績	n	standard
adventure	冒険	n	basic
advertise	宣伝する	v	basic
advertisement	広告	n	basic
afford	余裕がある	v	basic
afraid	恐れて	adj	basic
agency	代理店・機関	n	standard
aircraft	航空機	n	standard
airline	航空会社	n	basic
airport	空港	n	basic
alarm	警報・目覚まし	 n	basic
alcohol	アルコール	 n	basic
alley	路地	n	standard
allowance	小遣い・手当	n	standard
amaze	驚かせる	v	standard
amount	量・合計	 n	basic
ankle	足首	 n	standard
apartment	アパート	 n	basic
apology	謝罪	 n	standard
apparent	明らかな	adj	standard
appearance	外見・出現	 n	standard
appointment	予約・任命	 n	standard
apron	エプロン	 n	basic
architectural	建築上の	adj	advanced
argument	議論・主張	 n	basic
arrest	逮捕する・逮捕	 n	standard
arrival	到着	 n	basic
artificially	人工的に	adv	advanced
athlete	運動選手	 n	basic
attendant	係員・付き添い	n	standard
attendance	出席	 n	standard
attraction	魅力・観光名所	 n	basic
audience	観客・聴衆	 n	basic
author	著者	 n	basic
automobile	自動車	n	standard
available	利用できる	adj	basic
average	平均・平均的な	 n	basic
awareness	認識	 n	standard
background	背景・経歴	 n	basic
backward	後方へ・遅れた	adj	standard
bake	焼く	v	basic
balance	均衡・釣り合う	 n	basic
ballet	バレエ	 n	standard
bamboo	竹	 n	standard
battery	電池・バッテリー	 n	basic
battlefield	戦場	 n	advanced
behavior	行動	 n	basic
belonging	所属物・持ち物	 n	standard
benefit	利益・恩恵	 n	basic
beside	～のそばに	prep	basic
betrayal	裏切り	 n	advanced
bitter	苦い・つらい	adj	standard
blame	非難する・責任	v	standard
blanket	毛布	 n	basic
blind	目の見えない・盲目的な	adj	basic
blossom	花・花が咲く	 n	standard
board	板・乗り込む	 n	basic
boiler	ボイラー	 n	standard
borrow	借りる	v	basic
boss	上司	 n	basic
bother	悩ませる・わざわざ～する	v	basic
bravery	勇気	 n	standard
breath	息	 n	basic
breathe	呼吸する	v	basic
brick	れんが	 n	basic
brief	短い・簡潔な	adj	basic
brilliant	すばらしい・輝かしい	adj	basic
brochure	パンフレット	 n	standard
budget	予算・予算を組む	 n	standard
cabin	小屋・客室	 n	standard
calculate	計算する	v	standard
calendar	カレンダー	 n	basic
campaign	運動・キャンペーン	 n	standard
canal	運河	 n	standard
cancel	取り消す	v	basic
career	職業・経歴	 n	basic
carriage	車両・馬車	 n	standard
carve	彫る・切り分ける	v	standard
ceiling	天井	 n	standard
celebrate	祝う	v	basic
ceremony	式典	 n	standard
charity	慈善・慈善団体	 n	basic
cheer	歓声・元気づける	 n	basic
chemical	化学物質・化学の	 n	standard
childhood	子ども時代	 n	basic
chimney	煙突	 n	standard
citizen	市民	 n	basic
civilization	文明	 n	standard
climate	気候	 n	basic
colleague	同僚	 n	standard
colony	植民地・群生地	 n	advanced
comfortable	快適な	adj	basic
command	命令・命令する	 n	basic
commercial	商業の・広告	adj	standard
commission	委員会・手数料	 n	standard
communicate	伝える	v	basic
companion	仲間・同伴者	 n	standard
comparison	比較	 n	standard
competition	競争	 n	basic
complaint	不満・苦情	 n	standard
completion	完成・修了	 n	standard
concentrated	濃縮された・集中した	adj	advanced
condition	状態・条件	 n	basic
conference	会議	 n	basic
confidence	自信・信頼	 n	basic
confident	自信のある	adj	basic
confusion	混乱	 n	standard
connection	接続・関係	 n	basic
conservation	保全	 n	advanced
container	容器	 n	basic
content	内容・満足している	 n	basic
contest	競争・コンテスト	 n	basic
convenience	便利さ	 n	standard
conversation	会話	 n	basic
countryside	田舎	 n	basic
courage	勇気	 n	basic
creation	創造・作品	 n	standard
crime	犯罪	 n	basic
criminal	犯罪者・犯罪の	 n	basic
criticism	批判・評論	 n	standard
curiosity	好奇心	 n	standard
custom	習慣・特注品	 n	standard
damage	損害・損なう	 n	basic
dangerous	危険な	adj	basic
decade	10年間	 n	basic
decision	決定	 n	basic
decoration	装飾	 n	standard
defeat	打ち負かす・敗北	 n	basic
deliver	配達する・届ける	v	basic
demand	要求する・需要	v	basic
dependence	依存・独立していないこと	 n	standard
description	説明・描写	 n	basic
design	設計・設計する	 n	basic
destroy	破壊する	v	basic
detail	詳細	 n	basic
development	発展・開発	 n	basic
diet	食事・食事療法	 n	basic
direction	方向・指示	 n	basic
disease	病気	 n	basic
distance	距離	 n	basic
divide	分ける	v	basic
domestic	国内の・家庭の	adj	standard
dream	夢・夢見る	 n	basic
drug	薬・薬物	 n	basic
duplicate	複製・複製する	 n	standard
earthquake	地震	 n	basic
economy	経済・節約	 n	basic
ecosystem	生態系	 n	standard
element	要素・元素	 n	basic
emergency	緊急事態	 n	basic
emotion	感情	 n	basic
encouragement	励まし	 n	standard
