acclaim	称賛・絶賛する	v	advanced
acute	鋭い・深刻な	adj	advanced
adherence	順守・固守	n	hard
adjacent	隣接した	adj	advanced
admittedly	認めざるを得ないことに	adv	advanced
affluent	裕福な	adj	advanced
aggregate	集合・集計する	v	advanced
agitation	動揺・扇動	n	hard
albeit	～ではあるが	conj	hard
alienate	疎外する	v	hard
ambiguously	曖昧に	adv	hard
analogy	類推	n	advanced
anecdote	逸話・小話	n	advanced
anomaly	異常・例外	n	hard
antagonist	敵対者・対立者	n	hard
apathy	無関心	n	hard
applicable	適用できる	adj	advanced
aptitude	適性	n	advanced
arrogance	傲慢	n	advanced
articulation	明瞭な表現・連結	n	hard
assurance	保証・確信	n	advanced
attentive	注意深い	adj	standard
audacious	大胆不敵な	adj	hard
austerity	緊縮・質素	n	hard
avert	避ける	v	hard
axiom	公理・自明の理	n	hard
backlash	反発	n	advanced
ballot	投票・投票用紙	n	advanced
banish	追放する	v	advanced
barbaric	野蛮な	adj	advanced
befall	降りかかる	v	hard
bewilderment	困惑	n	advanced
biased	偏った	adj	standard
blatant	露骨な	adj	advanced
blunder	大失敗・へま	n	advanced
boast	自慢する・自慢	v	standard
breach	違反・破る	n	advanced
brisk	活発な・きびきびした	adj	advanced
brochure	パンフレット	n	standard
burdensome	負担の大きい	adj	hard
candid	率直な	adj	advanced
capitalize	活用する・大文字にする	v	advanced
ceasefire	停戦	n	advanced
censure	非難・非難する	v	hard
circumstance	状況・事情	n	standard
cite	引用する・挙げる	v	advanced
clarity	明瞭さ	n	standard
coerce	強制する	v	hard
coexistence	共存	n	advanced
coherent	首尾一貫した	adj	advanced
collaborative	協働の	adj	advanced
communal	共同の	adj	advanced
compassionate	思いやりのある	adj	advanced
compel	強いる	v	advanced
comprehensive	包括的な	adj	advanced
concede	認める・譲歩する	v	advanced
concessionary	譲歩の	adj	hard
conclusive	決定的な	adj	hard
confer	相談する・授与する	v	hard
confide	打ち明ける	v	advanced
conformity	一致・適合	n	advanced
conscientious	誠実な	adj	hard
constrain	制約する	v	advanced
contemplate	熟考する	v	hard
contingent	条件付きの・派遣団	adj	hard
contradictory	矛盾した	adj	advanced
conventionality	慣習性	n	hard
conviction	確信・有罪判決	n	advanced
copious	豊富な	adj	hard
corroborate	裏付ける	v	hard
courteous	礼儀正しい	adj	advanced
credulous	だまされやすい	adj	hard
cumulative	累積的な	adj	hard
curb	抑制する・抑制	v	advanced
daunting	気後れさせる	adj	advanced
deceive	だます	v	standard
decisively	決定的に	adv	advanced
decline	減少・断る	v	standard
defer	延期する・従う	v	hard
defy	逆らう	v	advanced
delegation	代表団・委任	n	advanced
delicate	繊細な・微妙な	adj	standard
depict	描写する	v	advanced
deprive	奪う	v	advanced
desolate	荒涼とした・荒廃させる	adj	hard
despise	軽蔑する	v	advanced
deter	思いとどまらせる	v	advanced
deterrent	抑止力	n	advanced
devastate	壊滅させる	v	advanced
diligent	勤勉な	adj	advanced
disclose	明らかにする	v	advanced
discourse	言説・講演	n	advanced
discretion	裁量・慎重さ	n	hard
disparity	格差	n	hard
disperse	分散させる	v	advanced
displace	取って代わる・移動させる	v	advanced
dispute	論争・論争する	n	standard
dissent	異議・異議を唱える	v	hard
distinctive	特徴的な	adj	advanced
diversify	多様化する	v	advanced
documentation	文書化・資料	n	advanced
dominant	支配的な	adj	standard
dormant	休眠中の・活動していない	adj	hard
dramatize	劇的に描く	v	advanced
dubious	疑わしい	adj	advanced
dynamic	動的な・活力のある	adj	developed
eccentric	風変わりな	adj	hard
efficiently	効率よく	adv	standard
elevate	高める	v	advanced
elicit	引き出す	v	hard
elusive	とらえにくい	adj	hard
embark	乗り出す・乗船する	v	advanced
embody	具体化する	v	hard
eminent	著名な	adj	hard
empowerment	権限付与・能力向上	n	advanced
enact	制定する・演じる	v	advanced
encompass	含む・取り囲む	v	advanced
endeavor	努力・努力する	v	advanced
endorsement	支持・承認	n	advanced
endow	授ける	v	hard
enforce	施行する	v	advanced
enigmatic	謎めいた	adj	hard
enrich	豊かにする	v	standard
ensure	確実にする	v	basic
entail	必然的に伴う	v	hard
